Date,GL Account,Credit,Debit,Property Name
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,658.00,Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,042.00",Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,667.00",Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,904.00,Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,076.00",Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,4.50,Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,9.50,Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,485.00,Clear Lake Palms
07/01/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,224.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,115.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,158.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,463.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,563.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,141.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,695.00,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,"1,106.00",Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,19.00,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,909.00,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,250.00,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,602.00,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,10.50,Clear Lake Palms
07/02/2025,1028 - Infinity Clear Lake - Chase (FR) Bank,,4.50,Clear Lake Palms
